loan_id,gender,married,dependents,education,self_employed,applicant_income,coapplicant_income,loan_amount,loan_term,credit_history,property_area,loan_status
LN100557,Male,Yes,3+,Not Graduate,No,5316,4128.0,490.0,360.0,0.0,Urban,Rejected
LN100558,Male,No,0,Graduate,No,5140,722.0,141.0,180.0,1.0,Rural,Approved
LN100559,Female,No,0,Graduate,No,8210,5631.0,228.0,360.0,1.0,Urban,Approved
LN100560,Male,Yes,0,Graduate,No,1853,1087.0,105.0,360.0,1.0,Semiurban,Approved
LN100561,Female,No,0,Graduate,No,4375,3737.0,204.0,240.0,1.0,Semiurban,Approved
LN100562,Male,Yes,2,Graduate,No,13583,1336.0,160.0,360.0,1.0,Urban,Approved
LN100563,Male,Yes,0,Graduate,No,2415,1843.0,186.0,240.0,0.0,Semiurban,Rejected
LN100564,,No,0,Graduate,No,7744,3279.0,281.0,360.0,1.0,Urban,Rejected
LN100565,Male,Yes,0,Graduate,No,9204,2503.0,517.0,360.0,1.0,Semiurban,Rejected
LN100566,Male,No,0,Graduate,No,2754,961.0,530.0,360.0,1.0,Semiurban,Approved
LN100567,Male,No,2,Graduate,No,12425,1026.0,117.0,240.0,1.0,Rural,Approved
LN100568,Male,Yes,0,Graduate,No,3429,2509.0,298.0,,1.0,Rural,Approved
LN100569,Female,Yes,0,Graduate,No,12773,4544.0,372.0,120.0,1.0,Urban,Approved
LN100570,Male,Yes,0,Graduate,No,8659,5388.0,567.0,300.0,1.0,Semiurban,Approved
LN100571,Male,Yes,0,Graduate,No,10641,505.0,481.0,360.0,1.0,Semiurban,Approved
LN100572,Female,No,2,Not Graduate,No,12339,2359.0,536.0,360.0,1.0,Urban,Rejected
LN100573,Male,Yes,2,Graduate,No,14482,601.0,655.0,360.0,0.0,Rural,Rejected
LN100574,Male,Yes,3+,Graduate,No,5078,100.0,478.0,360.0,1.0,Semiurban,Approved
LN100575,Female,Yes,2,Graduate,No,7255,3970.0,318.0,360.0,1.0,Urban,Approved
LN100576,Female,Yes,0,Graduate,Yes,12632,3615.0,586.0,360.0,1.0,Semiurban,Approved
LN100577,Male,No,1,Graduate,No,5601,978.0,197.0,360.0,,Urban,Approved
LN100578,Female,Yes,0,Not Graduate,Yes,4361,1403.0,167.0,360.0,1.0,Semiurban,Rejected
LN100579,Male,No,0,Graduate,No,13241,142.0,416.0,300.0,1.0,Urban,Rejected
LN100580,Male,Yes,2,Not Graduate,No,8339,5010.0,115.0,180.0,1.0,Rural,Rejected
LN100581,Male,No,0,Not Graduate,No,2170,5848.0,419.0,360.0,1.0,Rural,Approved
LN100582,Female,Yes,2,Not Graduate,No,2657,813.0,224.0,180.0,0.0,Semiurban,Rejected
LN100583,Male,Yes,0,Not Graduate,No,6686,1389.0,637.0,300.0,1.0,Semiurban,Approved
LN100584,Male,No,1,Graduate,No,14745,5210.0,544.0,360.0,1.0,Rural,Approved
LN100585,Male,Yes,1,Graduate,No,9285,5559.0,163.0,360.0,1.0,Semiurban,Rejected
LN100586,Male,No,2,Graduate,No,2183,2518.0,160.0,360.0,1.0,Urban,Approved
LN100587,Male,No,,Graduate,Yes,13869,304.0,488.0,240.0,1.0,Semiurban,Approved
LN100588,Male,Yes,1,Graduate,No,12544,236.0,196.0,300.0,0.0,Rural,Approved
LN100589,Male,Yes,0,Graduate,No,6134,3444.0,84.0,360.0,1.0,Semiurban,Approved
LN100590,Male,No,0,Graduate,No,6090,2357.0,358.0,360.0,1.0,Semiurban,Rejected
LN100591,Male,Yes,0,Graduate,No,4525,172.0,587.0,360.0,0.0,Rural,Rejected
LN100592,Male,Yes,2,Graduate,No,14026,3500.0,63.0,360.0,0.0,Rural,Rejected
LN100593,Male,Yes,0,Graduate,No,13285,68.0,423.0,360.0,1.0,Rural,Approved
LN100594,Male,Yes,1,Graduate,No,8004,4724.0,606.0,360.0,1.0,Urban,Rejected
LN100595,Female,Yes,0,Not Graduate,Yes,7911,1839.0,477.0,240.0,1.0,Semiurban,Approved
LN100596,Male,No,0,Graduate,No,6051,242.0,282.0,360.0,1.0,Rural,Approved
LN100597,Male,No,1,Graduate,No,13980,3530.0,612.0,360.0,1.0,Rural,Approved
LN100598,Male,No,0,Graduate,No,2722,2386.0,489.0,360.0,1.0,Semiurban,Approved
LN100599,Male,No,0,Graduate,No,4715,5843.0,551.0,360.0,0.0,Urban,Rejected
LN100600,Male,Yes,,Graduate,No,12942,3265.0,324.0,360.0,1.0,Rural,Approved
LN100262,Female,Yes,1,Graduate,No,9629,2107.0,261.0,360.0,1.0,Urban,Rejected
LN100133,Male,No,0,Graduate,No,4261,5384.0,603.0,360.0,1.0,Semiurban,Rejected
LN100576,Female,Yes,0,Graduate,Yes,12632,3615.0,586.0,360.0,1.0,Semiurban,Approved
LN100455,Male,No,0,Not Graduate,Yes,12981,2800.0,184.0,180.0,1.0,Urban,Approved
LN100338,Female,No,1,Graduate,No,13662,5780.0,587.0,300.0,1.0,Urban,Approved
